slug,english,arabic,urdu,gender,qfacts_gender,person_ld_gender,namecard_gender,faq_gender_answer,origin,letters,letter_breakdown,meaning_dict,meaning_root,meaning_iuh,mean_dict_marker_placeholder,mean_root_marker_placeholder,mean_iuh_marker_placeholder,bearers_count_json,is_widely_attested_negative,word_count_prose,prose_male_pronouns,prose_female_pronouns,is_duplicate_of,slug_spelling_ok,arabic_ok,urdu_ok,gender_verified,gender_review_needed,content_thin,content_review_needed,famous_bearers_count,bearers_count_visible
abdirahman,Abdirahman,عَبْد الرَّحْمَن,عَبْد الرَّحْمَن,Male,Male,Male,Male,Abdirahman is a boy name in Islam. Servant of the Most Merciful.,Arabic,9,Ain · Ba · Dal · Alif · Lam · Ra · Ha · Meem · Nun,Servant of the Most Merciful.,"ر-ح-م — From r-ḥ-m, womb, mercy — ar-Raḥmān (the All-Merciful) is the divine name in ʿAbdi-Raḥmān, a Somali rendering of ʿAbd ar-Raḥmān.","Ain-Ba-Dal of the servant, Ra mercy in motion, Ha-breath the life-breath, Meem the water of love, Nun the inkwell of knowing. Servant, mercy, breath, love, knowledge — a Somali tongue carrying an Arabic confession.",0,0,0,2,0,970,0,0,,1,1,1,1,0,0,0,2,2
abdou,Abdou,عبدو,عبدو,Male,Male,Male,Male,Abdou is a boy name in Islam. Abdo.,Arabic,4,Ain · Ba · Dal · Waw,Servant.,"ع-ب-د — From ʿ-b-d, to worship, to serve — Abdou is a Maghrebi/West African short form of ʿAbd al-X compounds, sharing the same root as ʿibāda and ʿabd.","Ain perceives the Real, Ba is the body of service, Dal the threshold of return, Waw the conjunction. Perception, vessel, threshold, conjunction — a contracted name that still carries the whole posture of servitude.",0,0,0,2,0,1300,1,0,,1,1,1,1,0,0,0,2,2
abdoulaye,Abdoulaye,عَبْد الله,عبداللہ,Male,Male,Male,Male,Abdoulaye is a boy name in Islam. Abdullah.,Arabic,7,Ain · Ba · Dal · Alif · Lam · Lam · Ha,Servant of Allah.,"ع-ب-د — ʿAbd from ʿ-b-d (worship, service) joined to Allāh — Abdoulaye is the West African (especially Wolof/Fulani) rendering of ʿAbd Allāh.","Ain of perception, Ba the vessel, Dal the door, Alif the origin, doubled Lam of intimate joining, final Ha-light the divine identity. Perception, vessel, threshold, origin, joining, divinity — a Sahelian voice naming itself servant of God.",0,0,0,3,0,1343,0,0,,1,1,1,1,0,0,0,3,3
abdul-malik,Abdul Malik,عَبْد الْمَلِك,عَبْد الْمَلِك,Male,Male,Male,Male,"Abdul Malik is a boy name in Islam. Servant of Al-Malik — the Sovereign, the King.",Arabic,8,Ain · Ba · Dal · Alif · Lam · Meem · Lam · Kaf,Servant of الملك — the Sovereign,"م-ل-ك — From m-l-k, to own, to rule — al-Malik (the King, the Sovereign) is the divine name in ʿAbd al-Malik, sharing the root with mulk (dominion).","Ain-Ba-Dal of the servant, Meem the water of love, Lam the joining, Kaf the kun of creative command. Servant, love, joining, creativity — a sovereignty borrowed from the only true Sovereign.",0,0,0,2,0,990,4,0,,1,1,1,1,0,0,0,2,2
abdulalim,Abdulalim,عبدالعليم,عبدالعليم,Male,Male,Male,Male,Abdulalim is a boy name in Islam. Servant of Al-Alim — the All-Knowing.,Arabic,9,Ain · Ba · Dal · Alif · Lam · Ain · Lam · Ya · Meem,Servant of العليم — the All-Knowing,ع-ب-د / ع-ل-م — A compound of ʿabd (servant) from ʿ-b-d and al-ʿAlīm (the All-Knowing) from ʿ-l-m. Servant of the All-Knowing.,"The Ain perceives, the Ba founds servanthood, and the Dal becomes a door of return; a second Ain opens to knowledge, the Lam joins the heart to it, and the Meem of love completes the servant of the All-Knowing.",0,0,0,0,1,924,4,0,,1,1,1,1,0,0,1,0,0
abdulaziz,Abdulaziz,عَبْد الْعَزِيز,عَبْد الْعَزِيز,Male,Male,Male,Male,Abdulaziz is a boy name in Islam. Servant of Al-Aziz — the Mighty.,Arabic,9,Ain · Ba · Dal · Alif · Lam · Ain · Zayn · Ya · Zayn,Servant of العزيز — the Mighty,"ع-ز-ز — From ʿ-z-z, to be mighty, dear, unassailable — al-ʿAzīz (the Mighty) is the divine name in ʿAbd al-ʿAzīz, sharing the root with ʿizza (might).","Ain-Ba-Dal of the servant, then Ain of al-ʿAzīz, Zayn the ornament, Ya the reaching, Zayn doubled. Servant, perception, adornment, yearning, adornment — might held only on loan.",0,0,0,3,0,949,4,0,,1,1,1,1,0,0,0,3,3
abdulbari,Abdulbari,عبدالبارئ,عبدالبارئ,Male,Male,Male,Male,"Abdulbari is a boy name in Islam. Servant of Al-Bari — the Creator, the Originator.",Arabic,9,Ain · Ba · Dal · Alif · Lam · Ba · Alif · Ra · Ya,Servant of البديع — the Originator without precedent,"ب-ر-ء — From b-r-ʾ, to bring forth from nothing — al-Bāriʾ (the Originator, the Maker) is the divine name in ʿAbd al-Bāriʾ.","Ain-Ba-Dal of the servant, then Ba again the foundation, Alif the origin, Ra mercy in motion, Ya the reaching. Servant, foundation, origin, mercy, yearning — a created thing leaning back toward its Maker.",0,0,0,2,0,915,4,0,,1,1,1,1,0,0,0,2,2
abdulbasit,Abdulbasit,عَبْد الْبَاسِط,عَبْد الْبَاسِط,Male,Male,Male,Male,Abdulbasit is a boy name in Islam. Servant of Al-Basit — the Extender.,Arabic,9,Ain · Ba · Dal · Alif · Lam · Ba · Alif · Sin · Ta,Servant of الباسط — the Expander,"ب-س-ط — From b-s-ṭ, to extend, spread out — al-Bāsiṭ (the Extender of provision and life) is the divine name in ʿAbd al-Bāsiṭ.","Ain-Ba-Dal of the servant, then Ba the foundation, Alif the origin, Seen the seal of secret, Ta-heavy the purity. Servant, foundation, origin, secret, purity — a hand stretched open because the Hand above is open.",0,0,0,2,0,939,4,0,,1,1,1,1,0,0,0,2,2
abdulghafoor,Abdulghafoor,عبدالغفور,عبدالغفور,Male,Male,Male,Male,Abdulghafoor is a boy name in Islam. Servant of Al-Ghafoor — the Oft-Forgiving.,Arabic,9,Ain · Ba · Dal · Alif · Lam · Ghayn · Fa · Waw · Ra,Servant of الغفور — the Most-Forgiving,"غ-ف-ر — From gh-f-r, to cover, to forgive — al-Ghafūr (the Oft-Forgiving) is the divine name in ʿAbd al-Ghafūr, sharing the root with maghfira (forgiveness).","Ain-Ba-Dal of the servant, Ghayn the hidden mystery, Fa the opening, Waw the conjunction, Ra mercy in motion. Servant, hidden mystery, opening, conjunction, mercy — a forgiveness whose vastness is itself a veil.",0,0,0,1,0,915,4,0,,1,1,1,1,0,0,0,1,1
abdulghani,Abdulghani,عَبْد الْغَنِيّ,عَبْد الْغَنِيّ,Male,Male,Male,Male,Abdulghani is a boy name in Islam. Servant of Al-Ghani — the Self-Sufficient.,Arabic,8,Ain · Ba · Dal · Alif · Lam · Ghayn · Nun · Ya,Servant of الغني — the Self-Sufficient,"غ-ن-ي — From gh-n-y, to be self-sufficient, rich — al-Ghanī (the Self-Sufficient) is the divine name in ʿAbd al-Ghanī, sharing the root with ghinā (independence, wealth).","Ain-Ba-Dal of the servant, Ghayn the hidden mystery, Nun the inkwell of knowing, Ya the reaching. Servant, hidden mystery, knowledge, yearning — a poverty that knows where the true wealth lives.",0,0,0,1,0,938,4,0,,1,1,1,1,0,0,0,1,1
abdulhadi,Abdulhadi,عبدالهادي,عبدالهادي,Male,Male,Male,Male,Abdulhadi is a boy name in Islam. Servant of Al-Hadi — the Guide.,Arabic,9,Ain · Ba · Dal · Alif · Lam · Ha · Alif · Dal · Ya,Servant of Al-Hadi — the Guide,"ه-د-ي — From h-d-y, to guide — al-Hādī (the Guide) is the divine name in ʿAbd al-Hādī, sharing the root with hidāya (guidance) and hadiyya (gift).","Ain-Ba-Dal of the servant, Ha-light the divine identity, Alif the origin, Dal the door, Ya the reaching. Servant, divinity, origin, threshold, yearning — a soul that walks because it has been led.",0,0,0,2,0,851,3,0,,1,1,1,1,0,0,0,2,2
abdulhamid,Abdulhamid,عَبْد الْحَمِيد,عَبْد الْحَمِيد,Male,Male,Male,Male,Abdulhamid is a boy name in Islam. Servant of Al-Hamid — the Praiseworthy.,Arabic,9,Ain · Ba · Dal · Alif · Lam · Ha · Meem · Ya · Dal,Servant of الحميد — the Praiseworthy,"ح-م-د — From ḥ-m-d, to praise — al-Ḥamīd (the Praiseworthy) is the divine name in ʿAbd al-Ḥamīd, the same root as Ahmad, Mahmud, Hamid.","Ain-Ba-Dal of the servant, Ha-breath the breath of praise, Meem the water of love, Ya the reaching, Dal the door of return. Servant, breath, love, yearning, return — a life whose every breath is hamd.",0,0,0,3,0,975,4,0,,1,1,1,1,0,0,0,3,3
abduljalil,Abduljalil,عبدالجليل,عبدالجليل,Male,Male,Male,Male,"Abduljalil is a boy name in Islam. Servant of Al-Jalil — the Majestic, the Grand.",Arabic,9,Ain · Ba · Dal · Alif · Lam · Jeem · Lam · Ya · Lam,"Servant of Al-Jalil — the Majestic, the Grand","ج-ل-ل — From j-l-l, to be great, majestic, sublime — jalāl is divine majesty, al-Jalīl one of God's names. Combined with ʿabd (servant) from ʿ-b-d.","Ain perceives the Majestic, Ba builds the foundation of servanthood, Dal is the door of return; Jeem carries beauty into Lam's joining and final Lam doubled — the bearer is asked to behold majesty and let it bind every joining of his life.",0,0,0,1,0,866,5,0,,1,1,1,1,0,0,0,1,1
abdulkarim,Abdulkarim,عَبْد الْكَرِيم,عَبْد الْكَرِيم,Male,Male,Male,Male,Abdulkarim is a boy name in Islam. Servant of Al-Karim — the Most Generous.,Arabic,9,Ain · Ba · Dal · Alif · Lam · Kaf · Ra · Ya · Meem,Servant of Al-Karim — the Most Generous,"ك-ر-م — From k-r-m, generosity, nobility — karam is open-handed honor, al-Karīm the Most Generous. Joined with ʿabd (servant) from ʿ-b-d.","Ain perceives, Ba is foundation, Dal the door of return; Kaf is the kun-creativity of giving, Ra is mercy in motion, Meem closes in love. Servanthood opening into a generosity that flows like water — the bearer is asked to be a doorway of bounty.",0,0,0,3,0,902,3,0,,1,1,1,1,0,0,0,3,3
abdullah,Abdullah,عَبْد الله,عبداللہ,Male,Male,Male,Male,Abdullah is a boy name in Islam. Servant of Allah — the single most common Muslim name in the world.,Arabic,7,Ain · Ba · Dal · Alif · Lam · Lam · Ha,Servant of God.,ع-ب-د + الله — From ʿ-b-d,"Ain perceives, Ba is the vessel",0,0,0,4,0,940,1,0,,1,1,1,1,0,0,0,4,4
abdullahi,Abdullahi,عَبْد الله,عبداللہ,Male,Male,Male,Male,Abdullahi is a boy name in Islam. Abdullah — Hausa Nigerian form.,Arabic,7,Ain · Ba · Dal · Alif · Lam · Lam · Ha,Abdullah — Hausa Nigerian form,"ا-ل-ه — ʿAbd Allāh — servant of Allāh; the divine name from ʾ-l-h (deity, the worshipped). Abdullahi is the Hausa/West African pronunciation.","Ain perceives, Ba is the vessel of being, Dal the door of return; Lam doubled is total joining, Ha-light the He-ness, the divine identity. The bearer is shaped from perception into joining, ending in the breath of God's own name.",0,0,0,3,0,1382,2,0,,1,1,1,1,0,0,0,3,3
abdullatif,Abdullatif,عَبْد اللَّطِيف,عَبْد اللَّطِيف,Male,Male,Male,Male,"Abdullatif is a boy name in Islam. Servant of Al-Latif — the Subtle, the Gentle.",Arabic,9,Ain · Ba · Dal · Alif · Lam · Lam · Ta · Ya · Fa,"Servant of Al-Latif — the Subtle, the Gentle","ل-ط-ف — From l-ṭ-f, subtlety, gentleness, kindness — luṭf is gracious finesse, al-Laṭīf the Subtle, Gentle. Joined with ʿabd (servant) from ʿ-b-d.","Ain perceives, Ba founds, Dal returns; Lam doubled joins, Ta-heavy carries purity, Fa is the opening of subtle grace, Ya yearns. Servanthood folded into a fineness that opens softly — the bearer is asked to act with tact that does not bruise.",0,0,0,2,0,908,3,0,,1,1,1,1,0,0,0,2,2
abdulmajid,Abdulmajid,عَبْد الْمَجِيد,عَبْد الْمَجِيد,Male,Male,Male,Male,"Abdulmajid is a boy name in Islam. Servant of Al-Majid — the Glorious, the Majestic.",Arabic,9,Ain · Ba · Dal · Alif · Lam · Meem · Jeem · Ya · Dal,"Servant of Al-Majid — the Glorious, the Majestic","م-ج-د — From m-j-d, glory, nobility, honor — majd is exalted glory, al-Majīd the Most Glorious. Joined with ʿabd (servant) from ʿ-b-d.","Ain perceives, Ba is foundation, Dal the door; Meem opens in love, Jeem in beauty, Dal closes again at the threshold of return. The bearer is asked to perceive glory, rest in love and beauty, and keep returning to the One who is glorified.",0,0,0,3,0,933,3,0,,1,1,1,1,0,0,0,3,3
abdulmatin,Abdulmatin,عبدالمتين,عبدالمتين,Male,Male,Male,Male,"Abdulmatin is a boy name in Islam. Servant of Al-Matin — the Firm, the Strong.",Arabic,9,Ain · Ba · Dal · Alif · Lam · Meem · Ta · Ya · Nun,"Servant of Al-Matin — the Firm, the Strong","ع-ب-د / م-ت-ن — A compound of ʿabd (servant) from ʿ-b-d and al-Matīn (the Firm, the Strong) from m-t-n. Servant of the Firm One.","The Ain perceives the firmness of God, the Ba founds the servant's stance, and the Dal opens the door of return; the Meem of love, the light Ta of witness, and the Nun of knowledge bind the servant to the Strong.",0,0,0,0,1,852,3,0,,1,1,1,1,0,0,1,0,0
abdulmuttalib,Abdulmuttalib,عبدالمطلب,عبدالمطلب,Male,Male,Male,Male,Abdulmuttalib is a boy name in Islam. Servant of Al-Muttalib — the Seeker.,Arabic,9,Ain · Ba · Dal · Alif · Lam · Meem · Ta · Lam · Ba,Servant of Al-Muttalib — the Seeker,"ط-ل-ب — From ṭ-l-b, to seek, to demand — muṭṭalib is one who seeks intensely. The name means 'servant of al-Muṭṭalib', historically a kunya recalling his uncle who raised him.","Ain perceives, Ba founds, Dal returns; Meem of love, Ta-heavy of purity, Lam joining, Ba foundation again. Servanthood bound to a pure seeking — the bearer is asked to spend his life in the search itself, not the prize.",0,0,0,1,0,907,12,0,,1,1,1,1,0,0,0,1,1
abdulqadir,Abdulqadir,عَبْد الْقَادِر,عَبْد الْقَادِر,Male,Male,Male,Male,"Abdulqadir is a boy name in Islam. Servant of Al-Qadir — the Capable, the All-Powerful.",Arabic,9,Ain · Ba · Dal · Alif · Lam · Qaf · Alif · Dal · Ra,Servant of القادر — the Able,"ق-د-ر — From q-d-r, power, measure, decree — qudra is divine power, al-Qādir the All-Powerful. Joined with ʿabd (servant) from ʿ-b-d.","Ain perceives, Ba founds, Dal returns; Qaf reaches the heart's nearness, Dal again is the threshold, Ra is mercy in motion. Servanthood drawn close to power, but always through the door of return and the motion of mercy.",0,0,0,3,0,1018,4,0,,1,1,1,1,0,0,0,3,3
abdulqayyum,Abdulqayyum,عبدالقيوم,عبدالقيوم,Male,Male,Male,Male,Abdulqayyum is a boy name in Islam. Servant of Al-Qayyum — the Self-Sustaining.,Arabic,9,Ain · Ba · Dal · Alif · Lam · Qaf · Ya · Waw · Meem,Servant of القيوم — the Self-Subsisting Sustainer of all,"ق-و-م — From q-w-m, to stand, to sustain — qayyūm is the eternally self-subsisting sustainer of all, al-Qayyūm a divine name in Ayat al-Kursī. Joined with ʿabd from ʿ-b-d.","Ain perceives, Ba founds, Dal returns; Qaf reaches the heart, Ya yearns, Waw connects, Meem closes in love. The bearer is asked to be the servant of the One who upholds — and to lean toward Him for his own standing.",0,0,0,1,0,951,10,0,,1,1,1,1,0,0,0,1,1
abdulrahim,Abdulrahim,عَبْد الرَّحِيم,عَبْد الرَّحِيم,Male,Male,Male,Male,Abdulrahim is a boy name in Islam. Servant of Al-Rahim — the Most Merciful.,Arabic,9,Ain · Ba · Dal · Alif · Lam · Ra · Ha · Ya · Meem,Servant of الرحيم — the Especially-Merciful,"ر-ح-م — From r-ḥ-m, the womb, mercy, tender care — raḥma is mercy, al-Raḥīm the Ever-Merciful. Joined with ʿabd (servant) from ʿ-b-d.","Ain perceives, Ba founds, Dal returns; Ra is mercy in motion, Ḥa the breath of life, Ya reaches, Meem closes in love. Servanthood that breathes in mercy and breathes out love — the bearer is asked to be a small echo of al-Raḥīm.",0,0,0,2,0,994,7,0,,1,1,1,1,0,0,0,2,2
abdulrahman,Abdulrahman,عَبْد الرَّحْمَن,عَبْد الرَّحْمَن,Male,Male,Male,Male,Abdulrahman is a boy name in Islam. Servant of the Most Merciful — most searched compound Muslim name.,Arabic,9,Ain · Ba · Dal · Alif · Lam · Ra · Ha · Meem · Nun,Servant of الرحمن — the All-Merciful,"ر-ح-م — From r-ḥ-m, the womb, mercy — raḥmān is the all-encompassing mercy of God, al-Raḥmān the Most Compassionate. Joined with ʿabd (servant) from ʿ-b-d.","Ain perceives, Ba founds, Dal returns; Ra moves in mercy, Ḥa is the life-breath, Meem the water of love, Nun the inkwell of knowing. Servanthood folded inside womb-mercy — the bearer is asked to carry that mercy as a quiet, knowing tenderness.",0,0,0,3,0,1478,3,0,,1,1,1,1,0,0,0,3,3
abdulwahab,Abdulwahab,عبدالوهاب,عبدالوهاب,Male,Male,Male,Male,Abdulwahab is a boy name in Islam. Servant of Al-Wahhab — the Bestower.,Arabic,9,Ain · Ba · Dal · Alif · Lam · Waw · Ha · Alif · Ba,Servant of الوهاب — the Bestower,"و-ه-ب — From w-h-b, to give freely, to bestow — wahhāb is the constant bestower, al-Wahhāb a name of God. Joined with ʿabd (servant) from ʿ-b-d.","Ain perceives, Ba founds, Dal returns; Waw connects, Ha-light is identity, Ba is the vessel that receives. Servanthood as a steady receiving and re-giving — the bearer is asked to keep his hands open at both ends.",0,0,0,2,0,973,6,0,,1,1,1,1,0,0,0,2,2
